,0
0,28.780257810544445
1,29.646075807516095
2,28.956686564003736
3,29.20103647461359
4,31.05429187634961
5,31.18113064274909
6,30.00959065866883
7,30.98063403668423
8,30.93747635966931
9,31.498232763353677
10,31.46788461744882
11,31.380586445951504
12,31.417970308407256
13,31.68243515463495
14,31.913533966506275
15,31.727143272764533
16,32.01949452573627
17,31.287961934903407
18,32.08716903819645
19,31.911102638676915
20,32.21501716619222
21,32.24094369659245
22,31.99338038548807
23,31.49215717217302
24,31.880116687381097
25,31.637825904871892
26,31.928506862240102
27,32.230887159618455
28,32.08744875180285
29,32.35529531269024
30,32.49049639744512
31,32.293109311929584
32,32.39442116577851
33,31.917529605747987
34,32.10516802262891
35,31.91680686016574
36,32.50052333197299
37,32.47517240761789
38,32.440918538896064
39,32.48817551789683
40,32.392917320588936
41,32.413161040639864
42,32.393623756544024
43,32.45327820790878
44,32.44881324946514
45,32.46305196326865
46,32.51702023661952
47,32.098741094625204
48,32.478136939721146
49,32.40451470750945
50,32.721057486742836
51,31.82206852983398
52,32.540336812784695
53,32.54710427414285
54,32.529023530089574
55,32.248111887303395
56,32.48773039213575
57,32.70882877480428
58,32.59837196167328
59,32.723082861648045
60,32.59110043548728
61,32.637889222452
62,32.51680957459895
63,32.687493589828954
64,32.67220534178458
65,32.63868768561126
66,32.583404359328604
67,32.563428980015004
68,32.477314648166754
69,32.70928059059057
70,32.59276183620756
71,32.06672801575577
72,32.75810932221817
73,32.52918350310114
74,32.491435543914015
75,32.62431629787926
76,32.57885991799842
77,32.71079006446448
78,32.69214644484974
79,32.563890219573906
80,32.69201986098738
81,32.587502297616155
82,32.7358489572507
83,32.59881447308389
84,32.39659337516455
85,32.72731023125864
86,32.70287507236732
87,32.687167164760716
88,32.65709541318348
89,32.688074585872556
90,32.6994093998907
91,32.705747398045084
92,32.65614257833545
93,32.74851675259387
94,32.64269642602394
95,32.496506887052085
96,32.70956560486519
97,32.57718476841396
98,32.69839266003827
99,32.70743877108957
100,32.60042459714166
101,32.76445771132831
102,32.555507218838635
103,32.623771555780436
104,32.6276764703027
105,32.67831790435839
106,32.58020309302348
107,32.62205435721493
108,32.48486068195338
109,32.53198891021893
110,32.59295362435493
111,32.432929002412145
112,32.64578387037994
113,32.685828716530146
114,32.711545349715244
115,32.618645993974106
116,32.66275170486563
117,32.67213201052228
118,32.51202702181892
119,32.60760891050374
120,32.40655352416613
121,32.53255409472982
122,32.714514308242826
123,32.54680897369782
124,32.66141782439933
125,32.66676086001678
126,32.44539918527887
127,32.68369687371896
128,32.545591944672466
129,32.651609871562876
130,32.66069160319591
131,32.645864524273996
132,32.53369408620062
133,32.61140835790969
134,32.566513392081184
135,32.62785340714978
136,32.601685673282105
137,32.52155466596203
138,32.66117456075945
139,32.643416611764394
140,32.676838194816135
141,32.598855288653944
142,32.59442150545939
143,32.577307166754856
144,32.57317834630379
145,32.35272839429554
146,32.60503749629465
147,32.66303030425379
148,32.557393183018824
149,32.63782595624225
150,32.641710520701665
151,32.59927827535589
152,32.58006718627799
