,0
0,27.24928013190871
1,29.1222577127337
2,30.051219834119582
3,30.562719117022723
4,30.90799525102771
5,31.051041580270418
6,31.306976921357215
7,31.468254367028617
8,31.551595587535438
9,31.705717603200675
10,31.78710791596365
11,31.846001172914114
12,31.79216708834646
13,31.95378456101902
14,31.981562417165556
15,32.00951307583368
16,31.551623234747076
17,32.10678983640333
18,32.024352716271885
19,32.12127547004477
20,32.1809783115525
21,32.20509162684969
22,32.20154933048894
23,32.18814811668542
24,32.25244941629347
25,32.26849085045755
26,32.27776818291779
27,32.291426433218625
28,32.28672326231254
29,32.31392366232867
30,32.31971983133042
31,32.22521284398958
32,32.13180777943182
33,32.28182467107783
34,32.34533753186978
35,32.35409860796644
36,32.28474871586296
37,32.3662944162346
38,32.35960834742613
39,32.35825621300438
40,32.378415027916255
41,31.821708139571395
42,32.38510758553152
43,32.27075651854428
44,32.388516399247635
45,32.401045613849426
46,32.40618905612864
47,32.37880653662248
48,32.40502014865569
49,32.4128305517934
50,32.41893914826369
51,32.42102888416033
52,32.42222191673906
53,32.42195164612921
54,32.43063029925625
55,32.43162041280192
56,32.43085326933477
57,32.43693050616543
58,32.440468936765996
59,32.43781222402493
60,32.02736591176015
61,32.35585010456689
62,31.91148264155525
63,32.396304975896754
64,32.34368284482496
65,32.43563040716168
66,32.43239854550389
67,32.301243289682205
68,32.11475291282383
69,32.46563196235277
70,32.45294972150343
71,32.44127463617516
72,32.40803177935779
73,32.30994449301226
74,32.47238200038251
75,32.46491042382649
76,32.48157584459863
77,32.33534566609877
78,32.4853658011021
79,32.488039730944195
80,32.484870188208944
81,30.71293666318817
82,32.49290262555013
83,32.48522864474782
84,32.49840841138468
85,32.49516404802973
86,32.5060585988501
87,32.41653710949569
88,32.50957143439144
89,32.51282072868497
90,32.368260874319084
91,32.480719015858405
92,32.51638597433835
93,32.331252370883995
94,32.393525116912336
95,32.52248133386977
96,32.4614175225051
97,32.52140571910338
98,32.52855000515391
99,32.52132395113169
100,32.531496353172294
101,32.26953605558758
102,32.535404115763896
103,32.53626615490641
104,32.517468372592305
105,32.52749910110102
106,32.54868815144157
107,32.54289553498143
