,0
0,31.43058366161166
1,31.153043241524287
2,31.588961584163236
3,31.5547879250124
4,31.588756416722312
5,31.906779654586774
6,31.456229104172245
7,31.73670558900043
8,31.824522396241647
9,31.805961756646298
10,31.857671750134195
11,31.709241135537635
12,31.906233895754923
13,32.02100704990638
14,32.07896975569764
15,31.707056448252665
16,31.786638646482224
17,32.100849624632716
18,31.89737533218373
19,32.13291025945999
20,32.0616324807069
21,31.883897973233037
22,31.644825187528856
23,32.044890076974966
24,32.099058926912555
25,32.09492564520774
26,32.08211128633534
27,32.08028454288689
28,31.731459451469842
29,32.054066592883416
30,32.089444592681836
31,32.01594948217244
32,32.060591771066555
33,32.16798567410283
34,31.97079896336659
35,32.008894654777706
36,31.909705261152002
37,32.09274946983985
38,32.16628321415445
39,32.108414055194324
40,32.106320309814656
41,32.115635047055406
42,32.13238917861295
43,32.11265678931376
44,32.164214794738406
45,32.09465324770823
46,32.15746994364428
47,32.156628536575184
48,32.18209740810737
49,32.151919931974795
50,32.145645576837325
51,32.08574123609369
52,32.04046316199801
53,32.144461713826985
54,32.1421266571559
55,32.17555845767733
56,32.16776513105734
57,32.17591284430129
58,32.172655982788186
59,32.17869600917823
60,32.170459745786545
61,32.13610735143605
62,32.14114827014888
63,32.16916531719633
64,32.139588484204225
65,32.15621217430364
66,32.05128585212493
67,32.19658383441871
68,32.13808718180128
69,32.15347084073648
70,32.16794810158101
71,32.16221364221476
72,32.16824759260109
73,32.14668659070888
74,32.17661594282498
75,32.15056544037241
76,32.164972483031676
77,32.1286067261361
78,32.08385266505249
79,32.047135837850846
80,32.180513042300994
81,32.13766689978049
82,32.175663750779
83,32.14507959153744
84,32.07233922005428
85,32.13561942324447
86,32.13046097874645
87,32.15560242759337
88,32.16184653777237
89,32.0723937569535
90,32.16736378822918
91,32.07786333837872
92,32.0901806398643
93,32.15254330235373
94,32.166228267244655
95,32.16381853612257
96,32.159696427500336
97,32.13277673690409
98,32.11262036388916
99,32.15645870444135
100,32.14916369719765
101,32.13147403423462
102,32.1416542617012
103,32.129662723631164
104,32.16054797963648
105,32.124114298997476
106,32.0884108752586
107,32.13103831215468
108,32.111570584063536
109,32.08868136785545
110,32.131444819364766
111,32.1442544208506
112,32.093988706044435
113,32.130682171671026
114,32.15785248381442
115,32.09639851471471
116,32.103225208533985
117,32.11361960693601
118,32.14634811232301
119,32.123958767660326
120,32.09704446721491
121,32.13659844660557
122,32.13562398596696
123,32.0931543547251
124,32.07030725030133
125,32.12043629144464
126,32.142992016275215
127,32.114212709770655
128,32.14188664246062
129,32.067640772294176
130,32.10381257546496
131,32.13871000490117
132,32.11692500401442
133,32.146731916310245
134,32.137328884470655
135,32.072552040011985
136,32.093526145307486
137,32.13744073277224
138,32.124346261899404
139,32.15115958044943
140,32.120692296119636
141,32.12352899525465
142,32.048805253774724
143,32.099493260965666
144,32.09183787220163
145,32.077152764439376
146,32.12829869364691
147,32.089560767496955
148,32.10490032974476
149,32.09891162250094
150,32.087168239116444
151,32.112265078073804
152,32.13079399375758
153,32.12113378864565
154,32.03506955155375
155,32.072468960866175
156,32.103778081780014
157,32.109773067349
158,32.06658181740401
159,32.09912607367059
160,32.11785852376213
161,32.12652502643454
162,32.09492201440682
163,32.096563833258585
164,32.097471621967635
165,32.09302888369936
166,31.998617763936995
167,32.09049106467582
168,32.03264794571425
169,32.078576996061216
170,32.065711027449254
171,32.06320804987321
172,32.05895834748728
173,32.09232055755171
174,32.09157383073421
175,32.06800617303518
176,32.060983927283594
177,32.08152741144332
178,32.056366486642666
179,32.10114687295281
180,32.08123061281842
181,32.08347337629812
182,32.049381292481804
183,32.084915606631405
