,0
0,0.8774617511034012
1,0.8941545861959458
2,0.9009335601329803
3,0.904249044060707
4,0.9059432178735733
5,0.9069123446941376
6,0.9076680648326874
7,0.9081312209367752
8,0.9086033618450164
9,0.9090096420049667
10,0.9092773431539536
11,0.9094867444038391
12,0.9095970094203949
13,0.9097330403327942
14,0.9097556501626969
15,0.9097627729177475
16,0.9097933059930802
17,0.909699569940567
18,0.909910614490509
19,0.9099024724960327
20,0.909933061003685
21,0.9099961352348328
22,0.9100122022628784
23,0.9100361061096192
24,0.9100798827409744
25,0.9101006573438645
26,0.9101061034202576
27,0.9100954365730286
28,0.910135805606842
29,0.9101076155900956
30,0.9100846475362778
31,0.9101151782274246
32,0.9101128023862839
33,0.9101598465442657
34,0.9101774203777313
35,0.9101281017065048
36,0.9101832360029221
37,0.9101549553871154
38,0.9101441496610642
39,0.9101229500770569
40,0.9101432192325593
41,0.9101002794504166
42,0.9100963932275772
43,0.9101015448570251
44,0.9101056200265885
45,0.9100675529241562
46,0.9100860840082169
47,0.9101025873422622
48,0.9100634580850602
49,0.910076374411583
50,0.9100925701856614
51,0.910058953166008
52,0.9101036196947098
53,0.9100887191295624
54,0.9101453769207001
55,0.9101503759622573
56,0.9101570761203766
57,0.9101404929161072
58,0.9101425689458847
59,0.9101408225297928
60,0.9100560569763183
61,0.9101072525978089
62,0.9100604021549225
63,0.9101431047916413
64,0.910116754770279
65,0.9101142972707749
66,0.9101571321487427
67,0.910143923163414
68,0.9101187872886658
69,0.9101305401325226
70,0.9101241791248321
71,0.9101660352945328
72,0.910176482796669
73,0.9101610720157624
74,0.910198484659195
75,0.9101634681224823
76,0.9101805537939072
77,0.9102057856321335
78,0.9101681178808212
79,0.910221820473671
80,0.9101929384469986
81,0.910207080245018
82,0.9102459120750427
83,0.9102463740110397
84,0.9102174454927444
85,0.9103066390752792
86,0.9103393435478211
87,0.9103308057785034
88,0.9103041923046112
89,0.9103054791688919
90,0.9103142768144608
91,0.9103856730461121
92,0.9102684527635574
93,0.9103895586729049
94,0.9103423744440079
95,0.9103988581895828
96,0.9103892564773559
97,0.9104971206188202
98,0.9104320013523102
99,0.910434849858284
100,0.9104546642303467
101,0.9104897063970566
102,0.9105315047502518
103,0.9104912769794464
104,0.9105231714248657
105,0.9104916268587112
106,0.9105635976791382
107,0.9105384039878845
108,0.9105138319730759
109,0.9105591940879821
110,0.9105524396896363
111,0.9105850821733474
112,0.9105561900138855
113,0.9105886805057526
114,0.910667170882225
115,0.9106225883960724
116,0.910623949766159
117,0.910715474486351
118,0.9106422227621078
119,0.9106917232275009
120,0.9106979030370712
121,0.9106873852014542
122,0.9106612169742584
123,0.9107019519805908
124,0.9107034564018249
125,0.9106863975524903
126,0.9107772898674011
127,0.9106522774696351
128,0.9107289230823516
129,0.9106914097070694
130,0.9106529372930526
131,0.9107376575469971
132,0.9107427394390106
133,0.9106446015834808
134,0.9107036066055297
135,0.9107027053833008
136,0.9105902284383773
137,0.910732495188713
138,0.9107598137855529
139,0.9107379060983658
140,0.9107378882169723
141,0.9107900774478912
142,0.9107488042116165
143,0.9107648628950119
144,0.9107269984483719
145,0.9106870210170745
146,0.9107544153928757
147,0.9108293974399566
148,0.9107743853330612
149,0.9107691180706025
150,0.9107719546556473
151,0.9108293342590332
152,0.9108371645212173
153,0.910830472111702
154,0.9108569592237472
155,0.910861998796463
156,0.9108216220140457
157,0.910860481262207
158,0.9108441799879075
159,0.9108295404911041
160,0.9108366364240646
161,0.910858958363533
162,0.9109145492315293
163,0.9108666986227035
164,0.9109371495246887
165,0.9108636021614075
166,0.9109059381484985
167,0.9109185385704041
168,0.9108465027809143
169,0.9109198480844498
170,0.9109089928865433
171,0.910921373963356
172,0.9108837652206421
173,0.9109549278020859
174,0.91093492269516
175,0.9109313142299652
176,0.9109947001934051
177,0.9109340465068817
178,0.9110536026954651
179,0.9109413713216782
180,0.9109461724758148
181,0.910960208773613
182,0.9109602200984955
183,0.9109584569931031
184,0.910950877070427
185,0.9110081434249878
186,0.9109541749954224
187,0.9110019958019256
188,0.91098368704319
189,0.9110210371017456
190,0.9109730994701386
191,0.9109417015314102
192,0.9110086590051651
193,0.9109891176223754
194,0.9110405057668686
195,0.9110589081048965
196,0.9110105407238006
197,0.9110802060365677
198,0.9110134297609329
199,0.9109920758008957
200,0.9110784691572189
201,0.9110889303684234
202,0.911043107509613
203,0.9110619193315506
204,0.9110773706436157
205,0.9110460245609283
206,0.9110588181018829
207,0.9110917913913726
208,0.9110477477312088
209,0.9110044246912002
210,0.9110441946983338
211,0.9110573798418045
212,0.9110604494810104
213,0.911044214963913
214,0.9110971879959107
215,0.911038573384285
216,0.9111064064502716
217,0.9110560411214829
218,0.9111337482929229
219,0.9110146534442901
220,0.9110562998056412
221,0.9110808455944062
222,0.9110974401235581
223,0.9111272072792054
224,0.9110745531320572
225,0.9110832262039185
226,0.9111277163028717
227,0.9111016118526458
228,0.9110037225484848
229,0.9111422914266586
230,0.9110912895202636
231,0.911071081161499
232,0.9111311191320419
233,0.9110463845729828
234,0.9111552166938782
235,0.9111689329147339
236,0.9111009657382965
237,0.9110479259490967
238,0.9111189979314804
239,0.9110745704174041
240,0.9111764270067215
241,0.9110532760620117
242,0.9110299259424209
243,0.9110745179653168
244,0.9111160457134246
245,0.9110089433193207
246,0.911110423207283
247,0.9110143435001373
248,0.9111896449327469
249,0.9111706358194351
250,0.9111676573753357
251,0.9111440390348434
252,0.9112559294700623
253,0.9110644245147705
254,0.9110779529809951
255,0.9110992777347565
256,0.91110466837883
257,0.9111911255121231
258,0.9111642056703567
259,0.9111299413442612
260,0.9111630821228027
261,0.9110919278860092
262,0.9111548620462417
263,0.9110429805517196
264,0.9111374777555465
265,0.9110857576131821
266,0.9110975354909897
267,0.911148207783699
268,0.9111115086078644
269,0.9110806596279144
270,0.9111271160840988
271,0.9110861277580261
272,0.9111966127157212
273,0.9111570703983307
274,0.9111344474554062
275,0.9111293691396714
276,0.9111953538656234
277,0.9111543798446655
278,0.9112401980161667
279,0.9111969596147538
280,0.9111612325906754
281,0.9110877114534378
282,0.9111814016103744
283,0.9110503196716309
284,0.9112336391210556
285,0.9110966509580612
286,0.9111416137218475
287,0.9111139714717865
288,0.9111624932289124
289,0.9111564016342163
290,0.9110936886072158
291,0.9112167227268219
292,0.9111352598667145
293,0.911061961054802
294,0.9111326336860657
295,0.9112507182359696
296,0.9111919426918029
297,0.9111492717266083
298,0.9110911864042283
299,0.9111605596542358
300,0.9111932957172394
301,0.9111590051651001
302,0.9112098908424378
303,0.9111329013109207
304,0.9111641061306
305,0.9111724913120269
306,0.9112019956111908
307,0.911152439713478
308,0.9111768382787705
309,0.9111860579252243
310,0.911207242012024
311,0.9112073099613189
312,0.9111444234848023
313,0.9112540686130524
314,0.9111983209848404
315,0.9111990529298782
316,0.9112161368131637
317,0.9111908787488937
318,0.9111869049072265
319,0.9111838054656982
320,0.9111850368976593
321,0.9112329214811326
322,0.9112118130922318
323,0.9112407827377319
324,0.9112027096748352
325,0.9112465637922287
326,0.9112424767017364
327,0.9111579519510269
328,0.9112405639886856
329,0.9112159252166748
330,0.9112687027454376
331,0.911172981262207
332,0.9112101167440414
333,0.9112847942113876
334,0.9111239004135132
335,0.9112637460231781
336,0.9112088978290558
337,0.9111920285224915
338,0.9112600964307785
339,0.9112106907367706
340,0.9112870168685913
341,0.9111777204275131
342,0.9112760233879089
343,0.9112392246723175
344,0.9111568379402161
345,0.9112064677476883
346,0.9112834644317627
347,0.9111860626935959
348,0.9112228953838348
349,0.911297419667244
350,0.9112612193822861
351,0.9112406247854232
352,0.9111899781227112
353,0.9113387006521225
354,0.9112082809209824
355,0.9111840862035752
356,0.9112607574462891
357,0.9113212633132934
358,0.9111956280469894
359,0.9112681692838669
360,0.9112124347686767
361,0.9112850123643875
362,0.9113653683662415
363,0.9112407684326171
364,0.9112961113452911
365,0.911350919008255
366,0.9112426769733429
367,0.9113049787282944
368,0.9112728190422058
369,0.9113352710008621
370,0.9112768042087555
371,0.9112964868545532
372,0.9113338935375214
373,0.9112973356246948
374,0.9113479119539261
375,0.9112938702106476
376,0.9114037162065506
377,0.9113400202989578
378,0.9113363337516784
379,0.9113145470619202
380,0.9113582640886306
381,0.9113113540410995
382,0.9112698155641555
383,0.9112891012430191
384,0.9113289606571198
385,0.9112893629074097
386,0.9113160121440887
387,0.911353070139885
388,0.9112618005275727
389,0.9113329768180847
390,0.9113251191377639
391,0.9112796586751938
392,0.9113569051027298
393,0.9113329124450683
394,0.9113972109556198
